item_id,item_name,category,household_id,quantity,min_stock_level,mean_daily_usage,daily_usage_variance,refill_lead_time_days,target_label
ITM007,Tomatoes,Produce,HH011,1.97,0.91,0.294,0.086,1,1
ITM015,Butter,Dairy,HH009,1.3,0.29,0.084,0.036,1,0
ITM012,Cooking Oil,Pantry,HH005,0.3,0.18,0.032,0.011,3,1
ITM004,Rice,Grains,HH020,2.67,0.52,0.116,0.024,4,0
ITM008,Yogurt,Dairy,HH004,2.19,1.9,0.885,0.389,3,1
ITM008,Yogurt,Dairy,HH019,12.8,1.93,0.841,0.248,1,0
ITM005,Ice Cream,Frozen,HH020,3.17,0.77,0.129,0.016,2,0
ITM002,Eggs,Dairy,HH009,4.85,0.91,0.688,0.442,5,0
ITM013,Frozen Peas,Frozen,HH009,1.0,0.48,0.256,0.027,2,1
ITM003,Bread,Bakery,HH019,5.79,1.48,0.525,0.204,3,1
ITM003,Bread,Bakery,HH013,1.55,1.75,0.609,0.382,5,1
ITM001,Milk,Dairy,HH012,9.56,2.31,0.722,0.52,1,0
ITM012,Cooking Oil,Pantry,HH013,0.52,0.19,0.052,0.032,4,0
ITM011,Cereal,Pantry,HH017,1.67,0.25,0.121,0.094,5,0
ITM007,Tomatoes,Produce,HH006,8.17,1.39,0.277,0.174,1,0
ITM013,Frozen Peas,Frozen,HH010,2.14,0.49,0.085,0.065,5,0
ITM005,Ice Cream,Frozen,HH020,1.79,0.45,0.129,0.086,4,0
ITM001,Milk,Dairy,HH003,8.36,2.27,0.886,0.6,5,1
ITM003,Bread,Bakery,HH016,9.81,1.92,0.504,0.135,4,0
ITM010,Bananas,Produce,HH003,4.05,1.59,0.537,0.278,4,1
ITM006,Chicken Breast,Meat,HH001,1.15,0.67,0.198,0.154,5,1
ITM007,Tomatoes,Produce,HH002,3.71,1.2,0.351,0.046,3,0
ITM014,Orange Juice,Beverages,HH017,7.36,1.08,0.261,0.152,1,0
ITM010,Bananas,Produce,HH012,4.38,1.0,0.301,0.195,2,0
ITM005,Ice Cream,Frozen,HH003,1.42,0.7,0.312,0.094,1,1
ITM006,Chicken Breast,Meat,HH011,6.04,1.06,0.2,0.049,5,0
ITM005,Ice Cream,Frozen,HH016,0.88,0.54,0.138,0.101,3,1
ITM011,Cereal,Pantry,HH012,1.21,0.21,0.115,0.034,4,0
ITM012,Cooking Oil,Pantry,HH015,0.78,0.16,0.036,0.024,3,0
ITM008,Yogurt,Dairy,HH007,10.55,1.51,0.583,0.42,1,0
ITM003,Bread,Bakery,HH019,1.34,1.12,0.628,0.343,5,1
ITM004,Rice,Grains,HH003,0.32,0.44,0.194,0.131,3,1
ITM015,Butter,Dairy,HH009,0.54,0.24,0.085,0.035,5,1
ITM010,Bananas,Produce,HH005,0.9,1.4,0.228,0.146,2,1
ITM006,Chicken Breast,Meat,HH006,0.6,0.78,0.227,0.133,5,1
ITM012,Cooking Oil,Pantry,HH019,0.51,0.12,0.053,0.01,1,0
ITM003,Bread,Bakery,HH002,6.65,1.45,0.517,0.327,2,0
ITM003,Bread,Bakery,HH011,7.62,1.2,0.384,0.157,5,0
ITM006,Chicken Breast,Meat,HH009,3.23,0.62,0.435,0.095,5,1
ITM007,Tomatoes,Produce,HH002,6.44,1.0,0.426,0.141,2,0
ITM005,Ice Cream,Frozen,HH001,2.25,0.75,0.15,0.068,4,0
ITM015,Butter,Dairy,HH011,1.46,0.24,0.062,0.019,2,0
ITM003,Bread,Bakery,HH009,7.03,1.33,0.637,0.179,4,0
ITM014,Orange Juice,Beverages,HH013,1.24,1.0,0.35,0.163,4,1
ITM004,Rice,Grains,HH012,2.62,0.52,0.186,0.106,3,0
ITM010,Bananas,Produce,HH001,3.33,0.99,0.301,0.177,2,0
ITM003,Bread,Bakery,HH007,7.76,1.71,0.569,0.339,5,0
ITM006,Chicken Breast,Meat,HH008,1.39,0.75,0.278,0.099,1,1
ITM015,Butter,Dairy,HH006,0.77,0.19,0.083,0.02,1,0
ITM001,Milk,Dairy,HH014,1.88,2.16,0.966,0.735,1,1
ITM002,Eggs,Dairy,HH019,4.7,1.34,0.706,0.133,4,1
ITM001,Milk,Dairy,HH002,8.26,1.34,0.52,0.206,2,0
ITM009,Cheese,Dairy,HH015,0.56,0.29,0.068,0.012,3,1
ITM013,Frozen Peas,Frozen,HH002,0.43,0.38,0.18,0.071,1,1
ITM014,Orange Juice,Beverages,HH005,4.56,0.91,0.23,0.18,4,0
ITM009,Cheese,Dairy,HH014,0.38,0.25,0.122,0.067,5,1
ITM001,Milk,Dairy,HH019,4.89,2.07,0.974,0.698,1,1
ITM009,Cheese,Dairy,HH012,1.49,0.27,0.086,0.059,3,0
ITM007,Tomatoes,Produce,HH012,6.34,0.92,0.254,0.116,5,0
ITM011,Cereal,Pantry,HH001,0.48,0.34,0.079,0.018,1,1
ITM014,Orange Juice,Beverages,HH005,4.51,0.83,0.138,0.083,3,0
ITM010,Bananas,Produce,HH016,3.17,0.82,0.387,0.252,4,1
ITM013,Frozen Peas,Frozen,HH002,0.25,0.48,0.146,0.026,3,1
ITM009,Cheese,Dairy,HH016,1.4,0.4,0.06,0.012,4,0
ITM014,Orange Juice,Beverages,HH017,1.67,0.73,0.389,0.1,1,1
ITM009,Cheese,Dairy,HH017,1.4,0.38,0.121,0.012,2,0
ITM007,Tomatoes,Produce,HH014,4.0,1.29,0.508,0.295,4,1
ITM009,Cheese,Dairy,HH013,0.35,0.21,0.14,0.033,2,1
ITM001,Milk,Dairy,HH012,9.57,1.73,0.636,0.184,2,0
ITM012,Cooking Oil,Pantry,HH010,0.74,0.11,0.036,0.02,4,0
ITM012,Cooking Oil,Pantry,HH015,0.18,0.15,0.028,0.014,1,1
ITM003,Bread,Bakery,HH004,0.96,1.66,0.83,0.475,4,1
ITM012,Cooking Oil,Pantry,HH006,0.69,0.15,0.042,0.023,2,0
ITM007,Tomatoes,Produce,HH019,4.85,1.28,0.478,0.132,3,0
ITM004,Rice,Grains,HH005,1.51,0.4,0.097,0.077,2,0
ITM014,Orange Juice,Beverages,HH008,3.46,0.95,0.415,0.148,4,1
ITM001,Milk,Dairy,HH009,2.13,2.29,0.788,0.122,1,1
ITM010,Bananas,Produce,HH013,4.26,1.54,0.551,0.356,5,0
ITM010,Bananas,Produce,HH015,5.03,1.55,0.288,0.105,1,0
ITM013,Frozen Peas,Frozen,HH010,1.3,0.5,0.101,0.061,4,1
ITM015,Butter,Dairy,HH012,0.42,0.32,0.068,0.021,5,1
ITM009,Cheese,Dairy,HH003,1.9,0.29,0.099,0.048,5,0
ITM011,Cereal,Pantry,HH019,1.01,0.35,0.126,0.036,2,1
ITM015,Butter,Dairy,HH008,0.31,0.27,0.076,0.055,1,1
ITM009,Cheese,Dairy,HH004,2.02,0.29,0.099,0.061,3,0
ITM011,Cereal,Pantry,HH005,0.39,0.26,0.054,0.018,2,1
ITM006,Chicken Breast,Meat,HH020,1.85,0.63,0.129,0.067,5,0
ITM001,Milk,Dairy,HH008,5.18,2.17,0.907,0.584,1,1
ITM004,Rice,Grains,HH015,2.72,0.41,0.068,0.037,3,0
ITM010,Bananas,Produce,HH008,0.78,1.18,0.602,0.067,1,1
ITM014,Orange Juice,Beverages,HH009,0.71,1.07,0.498,0.214,3,1
ITM006,Chicken Breast,Meat,HH004,4.21,0.74,0.297,0.096,4,0
ITM005,Ice Cream,Frozen,HH016,0.65,0.58,0.183,0.075,3,1
ITM004,Rice,Grains,HH004,2.5,0.48,0.193,0.084,4,0
ITM001,Milk,Dairy,HH010,7.7,2.09,0.422,0.201,3,0
ITM001,Milk,Dairy,HH014,6.49,2.02,0.903,0.663,1,1
ITM002,Eggs,Dairy,HH003,2.49,1.12,0.613,0.187,4,1
ITM011,Cereal,Pantry,HH015,1.05,0.21,0.057,0.037,1,0
ITM006,Chicken Breast,Meat,HH005,6.96,1.07,0.214,0.035,5,0
ITM011,Cereal,Pantry,HH017,1.18,0.33,0.116,0.086,4,1
ITM004,Rice,Grains,HH020,1.66,0.49,0.109,0.038,5,0
ITM006,Chicken Breast,Meat,HH018,2.99,0.89,0.284,0.036,4,0
ITM014,Orange Juice,Beverages,HH014,0.98,0.83,0.376,0.06,3,1
ITM010,Bananas,Produce,HH020,6.63,1.09,0.174,0.079,5,0
ITM010,Bananas,Produce,HH013,2.99,1.04,0.424,0.307,4,1
ITM013,Frozen Peas,Frozen,HH008,1.43,0.47,0.128,0.049,4,1
ITM014,Orange Juice,Beverages,HH002,7.19,1.1,0.344,0.217,5,0
ITM003,Bread,Bakery,HH011,2.49,1.89,0.355,0.281,2,1
ITM005,Ice Cream,Frozen,HH008,3.54,0.61,0.311,0.208,3,0
ITM009,Cheese,Dairy,HH015,0.9,0.2,0.048,0.016,4,0
ITM007,Tomatoes,Produce,HH001,5.22,1.05,0.33,0.127,5,0
ITM008,Yogurt,Dairy,HH014,4.23,1.34,0.698,0.456,1,1
ITM011,Cereal,Pantry,HH011,1.67,0.3,0.061,0.043,1,0
ITM001,Milk,Dairy,HH005,15.11,2.23,0.357,0.067,2,0
ITM005,Ice Cream,Frozen,HH020,3.45,0.7,0.148,0.047,2,0
ITM002,Eggs,Dairy,HH011,8.41,1.23,0.336,0.044,4,0
ITM015,Butter,Dairy,HH014,0.53,0.19,0.132,0.101,3,1
ITM005,Ice Cream,Frozen,HH009,3.96,0.73,0.256,0.056,4,0
ITM009,Cheese,Dairy,HH011,0.94,0.21,0.102,0.021,1,0
ITM003,Bread,Bakery,HH015,1.96,1.58,0.263,0.058,2,1
ITM001,Milk,Dairy,HH009,5.29,2.04,0.792,0.111,2,1
ITM006,Chicken Breast,Meat,HH015,1.57,1.05,0.179,0.042,4,1
ITM004,Rice,Grains,HH011,0.7,0.32,0.122,0.03,1,1
ITM015,Butter,Dairy,HH008,1.92,0.31,0.085,0.031,4,0
ITM003,Bread,Bakery,HH019,9.75,1.77,0.705,0.437,2,0
ITM011,Cereal,Pantry,HH020,2.28,0.4,0.059,0.034,1,0
ITM011,Cereal,Pantry,HH018,0.38,0.26,0.124,0.016,3,1
ITM007,Tomatoes,Produce,HH013,0.51,0.98,0.493,0.213,5,1
ITM007,Tomatoes,Produce,HH017,6.0,1.15,0.451,0.288,2,0
ITM007,Tomatoes,Produce,HH015,2.19,0.73,0.262,0.135,2,1
ITM008,Yogurt,Dairy,HH009,6.06,1.93,0.632,0.25,3,1
ITM001,Milk,Dairy,HH007,12.49,1.89,0.514,0.313,2,0
ITM010,Bananas,Produce,HH011,3.68,1.27,0.387,0.159,5,0
ITM009,Cheese,Dairy,HH009,1.03,0.39,0.107,0.086,4,1
ITM004,Rice,Grains,HH009,2.37,0.42,0.196,0.024,1,0
ITM009,Cheese,Dairy,HH012,2.28,0.38,0.08,0.009,3,0
ITM013,Frozen Peas,Frozen,HH003,0.97,0.43,0.132,0.093,2,1
ITM004,Rice,Grains,HH017,0.95,0.38,0.142,0.074,2,0
ITM010,Bananas,Produce,HH012,7.04,1.33,0.404,0.243,3,0
ITM005,Ice Cream,Frozen,HH013,1.5,0.69,0.283,0.056,4,1
ITM014,Orange Juice,Beverages,HH016,3.64,0.75,0.216,0.054,2,0
ITM010,Bananas,Produce,HH019,6.57,1.07,0.553,0.319,4,0
ITM009,Cheese,Dairy,HH003,2.09,0.35,0.121,0.071,3,0
ITM002,Eggs,Dairy,HH016,4.55,1.08,0.412,0.19,1,0
ITM008,Yogurt,Dairy,HH018,5.13,1.11,0.678,0.397,4,1
ITM005,Ice Cream,Frozen,HH018,0.77,0.73,0.231,0.035,1,1
ITM014,Orange Juice,Beverages,HH004,1.54,0.64,0.386,0.301,2,1
ITM011,Cereal,Pantry,HH010,2.16,0.38,0.07,0.02,4,0
ITM012,Cooking Oil,Pantry,HH018,1.07,0.17,0.067,0.035,3,0
ITM010,Bananas,Produce,HH017,5.35,1.51,0.391,0.298,1,1
ITM007,Tomatoes,Produce,HH019,5.56,1.13,0.423,0.269,3,0
ITM004,Rice,Grains,HH008,0.82,0.57,0.226,0.122,4,1
ITM001,Milk,Dairy,HH003,6.35,1.51,0.871,0.637,4,1
ITM012,Cooking Oil,Pantry,HH017,0.41,0.13,0.043,0.017,5,1
ITM002,Eggs,Dairy,HH011,3.7,0.82,0.334,0.184,1,0
ITM004,Rice,Grains,HH019,3.0,0.5,0.167,0.063,5,0
ITM002,Eggs,Dairy,HH016,7.5,1.34,0.26,0.161,4,0
ITM010,Bananas,Produce,HH002,5.55,1.14,0.498,0.127,3,0
ITM008,Yogurt,Dairy,HH015,11.91,1.95,0.211,0.072,5,0
ITM001,Milk,Dairy,HH017,4.1,1.96,0.621,0.293,5,1
ITM012,Cooking Oil,Pantry,HH016,1.24,0.18,0.052,0.032,1,0
ITM005,Ice Cream,Frozen,HH014,3.36,0.52,0.226,0.056,2,0
ITM006,Chicken Breast,Meat,HH012,0.94,0.67,0.252,0.131,2,1
ITM011,Cereal,Pantry,HH014,1.88,0.35,0.151,0.062,1,0
ITM015,Butter,Dairy,HH001,1.21,0.29,0.051,0.026,1,0
ITM003,Bread,Bakery,HH004,10.01,1.81,0.746,0.32,5,0
ITM006,Chicken Breast,Meat,HH004,7.89,1.19,0.328,0.159,3,0
ITM006,Chicken Breast,Meat,HH013,2.97,0.78,0.44,0.073,5,1
ITM006,Chicken Breast,Meat,HH003,4.1,0.75,0.349,0.115,2,0
ITM003,Bread,Bakery,HH004,9.99,1.5,0.88,0.112,5,0
ITM001,Milk,Dairy,HH017,8.68,2.22,0.749,0.077,1,0
ITM003,Bread,Bakery,HH007,7.21,1.45,0.431,0.08,5,0
ITM007,Tomatoes,Produce,HH014,7.78,1.16,0.426,0.266,3,0
ITM001,Milk,Dairy,HH018,1.11,1.98,0.605,0.355,1,1
ITM014,Orange Juice,Beverages,HH003,1.09,0.77,0.347,0.165,3,1
ITM010,Bananas,Produce,HH002,6.12,1.07,0.345,0.2,4,0
ITM004,Rice,Grains,HH015,1.06,0.43,0.098,0.04,4,1
ITM002,Eggs,Dairy,HH009,4.8,1.53,0.535,0.177,4,1
ITM002,Eggs,Dairy,HH004,1.18,0.81,0.532,0.242,4,1
ITM010,Bananas,Produce,HH018,9.36,1.4,0.614,0.083,1,0
ITM002,Eggs,Dairy,HH018,7.2,1.1,0.393,0.307,5,0
ITM007,Tomatoes,Produce,HH014,3.7,0.77,0.432,0.316,5,1
ITM005,Ice Cream,Frozen,HH013,1.54,0.71,0.186,0.137,3,1
ITM015,Butter,Dairy,HH019,1.98,0.31,0.103,0.045,4,0
ITM014,Orange Juice,Beverages,HH007,0.99,0.8,0.324,0.229,5,1
ITM003,Bread,Bakery,HH005,2.36,1.33,0.31,0.173,4,1
ITM012,Cooking Oil,Pantry,HH002,0.69,0.11,0.051,0.026,2,0
ITM007,Tomatoes,Produce,HH017,6.55,1.04,0.395,0.137,3,0
ITM012,Cooking Oil,Pantry,HH018,0.18,0.13,0.067,0.035,3,1
ITM002,Eggs,Dairy,HH012,1.82,1.01,0.406,0.171,2,1
ITM007,Tomatoes,Produce,HH020,3.02,0.73,0.217,0.123,3,0
ITM007,Tomatoes,Produce,HH003,5.63,0.86,0.329,0.14,1,0
ITM002,Eggs,Dairy,HH020,3.3,1.02,0.2,0.152,2,0
ITM002,Eggs,Dairy,HH005,6.4,1.23,0.212,0.151,3,0
ITM001,Milk,Dairy,HH003,10.65,1.98,0.9,0.603,4,0
ITM004,Rice,Grains,HH014,1.81,0.57,0.24,0.111,5,1
ITM009,Cheese,Dairy,HH006,1.93,0.35,0.077,0.032,4,0
ITM015,Butter,Dairy,HH016,1.8,0.29,0.062,0.012,1,0
ITM010,Bananas,Produce,HH019,3.72,1.01,0.635,0.366,3,1
ITM012,Cooking Oil,Pantry,HH016,0.81,0.14,0.043,0.014,3,0
ITM006,Chicken Breast,Meat,HH012,4.93,0.89,0.287,0.101,1,0
ITM004,Rice,Grains,HH015,0.96,0.56,0.081,0.012,4,1
ITM007,Tomatoes,Produce,HH016,4.14,0.97,0.346,0.044,1,0
ITM013,Frozen Peas,Frozen,HH014,2.07,0.54,0.193,0.063,1,0
ITM012,Cooking Oil,Pantry,HH001,1.12,0.16,0.039,0.012,3,0
ITM001,Milk,Dairy,HH004,2.88,1.43,1.028,0.169,2,1
ITM010,Bananas,Produce,HH014,2.73,1.37,0.721,0.492,5,1
ITM015,Butter,Dairy,HH012,1.3,0.3,0.094,0.064,2,0
ITM012,Cooking Oil,Pantry,HH011,0.66,0.18,0.049,0.022,1,0
ITM006,Chicken Breast,Meat,HH017,1.74,1.13,0.29,0.099,2,1
ITM015,Butter,Dairy,HH017,1.39,0.27,0.085,0.033,5,0
ITM001,Milk,Dairy,HH016,7.11,1.72,0.493,0.132,3,0
ITM010,Bananas,Produce,HH009,0.92,1.45,0.453,0.101,1,1
ITM008,Yogurt,Dairy,HH018,4.77,1.24,0.592,0.157,2,1
ITM007,Tomatoes,Produce,HH009,0.42,0.73,0.629,0.222,1,1
ITM011,Cereal,Pantry,HH012,1.23,0.29,0.102,0.017,3,0
ITM012,Cooking Oil,Pantry,HH002,0.42,0.13,0.037,0.015,3,0
ITM002,Eggs,Dairy,HH013,8.77,1.45,0.433,0.219,1,0
ITM010,Bananas,Produce,HH005,4.94,0.84,0.248,0.06,3,0
ITM001,Milk,Dairy,HH010,1.4,1.35,0.274,0.126,3,1
ITM001,Milk,Dairy,HH006,2.45,2.25,0.532,0.083,2,1
ITM011,Cereal,Pantry,HH007,0.3,0.31,0.1,0.046,2,1
ITM013,Frozen Peas,Frozen,HH008,2.16,0.59,0.203,0.062,1,1
ITM001,Milk,Dairy,HH005,6.94,1.88,0.404,0.28,1,0
ITM001,Milk,Dairy,HH004,2.2,1.84,0.704,0.319,4,1
ITM014,Orange Juice,Beverages,HH012,6.18,1.08,0.259,0.074,4,0
ITM010,Bananas,Produce,HH003,5.01,1.0,0.526,0.09,1,1
ITM015,Butter,Dairy,HH019,0.23,0.27,0.109,0.033,2,1
ITM012,Cooking Oil,Pantry,HH013,0.73,0.17,0.062,0.048,5,0
ITM003,Bread,Bakery,HH020,2.37,1.2,0.328,0.16,3,1
ITM009,Cheese,Dairy,HH018,2.26,0.35,0.151,0.086,3,0
ITM014,Orange Juice,Beverages,HH007,4.86,0.86,0.246,0.122,3,0
ITM007,Tomatoes,Produce,HH011,0.79,1.02,0.239,0.136,1,1
ITM012,Cooking Oil,Pantry,HH007,0.48,0.18,0.04,0.012,5,1
ITM015,Butter,Dairy,HH019,0.94,0.25,0.144,0.043,4,1
ITM009,Cheese,Dairy,HH010,1.53,0.23,0.052,0.014,4,0
ITM014,Orange Juice,Beverages,HH014,2.32,0.65,0.365,0.102,2,1
ITM004,Rice,Grains,HH002,1.13,0.58,0.18,0.026,2,1
ITM011,Cereal,Pantry,HH010,1.13,0.21,0.077,0.06,5,0
ITM010,Bananas,Produce,HH005,1.24,1.08,0.212,0.096,1,1
ITM008,Yogurt,Dairy,HH011,6.75,1.12,0.368,0.086,4,0
ITM015,Butter,Dairy,HH005,0.55,0.22,0.041,0.03,3,0
ITM002,Eggs,Dairy,HH008,6.95,1.32,0.578,0.165,4,0
ITM011,Cereal,Pantry,HH015,1.19,0.27,0.042,0.029,5,0
ITM003,Bread,Bakery,HH002,10.16,1.96,0.62,0.44,4,0
ITM011,Cereal,Pantry,HH011,0.36,0.22,0.092,0.043,5,1
ITM012,Cooking Oil,Pantry,HH016,1.3,0.2,0.036,0.007,2,0
ITM002,Eggs,Dairy,HH003,0.92,0.93,0.354,0.076,2,1
ITM012,Cooking Oil,Pantry,HH011,0.19,0.12,0.029,0.02,2,1
ITM005,Ice Cream,Frozen,HH005,0.57,0.47,0.132,0.074,3,1
ITM002,Eggs,Dairy,HH003,4.45,0.94,0.578,0.191,3,1
ITM012,Cooking Oil,Pantry,HH004,0.57,0.12,0.07,0.011,4,1
ITM013,Frozen Peas,Frozen,HH008,2.16,0.46,0.226,0.144,2,1
ITM006,Chicken Breast,Meat,HH016,6.91,1.11,0.182,0.12,1,0
ITM011,Cereal,Pantry,HH011,0.31,0.2,0.07,0.015,2,1
ITM008,Yogurt,Dairy,HH018,6.98,1.64,0.506,0.36,3,0
ITM005,Ice Cream,Frozen,HH006,0.9,0.46,0.197,0.074,3,1
ITM007,Tomatoes,Produce,HH007,2.05,0.71,0.433,0.127,3,1
ITM006,Chicken Breast,Meat,HH015,0.64,0.68,0.218,0.055,3,1
ITM003,Bread,Bakery,HH011,5.18,1.02,0.41,0.302,1,1
ITM002,Eggs,Dairy,HH020,0.98,0.96,0.258,0.146,3,1
ITM008,Yogurt,Dairy,HH011,7.27,1.57,0.282,0.185,4,0
ITM008,Yogurt,Dairy,HH002,5.29,1.19,0.542,0.177,2,0
ITM009,Cheese,Dairy,HH013,0.91,0.33,0.091,0.051,5,1
ITM006,Chicken Breast,Meat,HH014,4.37,0.63,0.353,0.066,2,0
ITM013,Frozen Peas,Frozen,HH008,3.2,0.58,0.17,0.103,2,0
ITM001,Milk,Dairy,HH018,2.89,1.63,0.747,0.546,1,1
ITM011,Cereal,Pantry,HH020,0.56,0.33,0.042,0.008,1,1
ITM002,Eggs,Dairy,HH013,5.66,1.35,0.386,0.204,4,0
ITM002,Eggs,Dairy,HH019,1.15,1.03,0.547,0.175,5,1
ITM008,Yogurt,Dairy,HH008,1.88,1.16,0.559,0.091,3,1
ITM009,Cheese,Dairy,HH004,1.1,0.34,0.178,0.024,4,1
ITM008,Yogurt,Dairy,HH015,3.89,1.97,0.22,0.109,4,0
ITM006,Chicken Breast,Meat,HH011,3.21,1.19,0.263,0.132,2,1
ITM009,Cheese,Dairy,HH018,0.2,0.23,0.094,0.027,2,1
ITM005,Ice Cream,Frozen,HH019,3.47,0.53,0.259,0.124,2,0
ITM009,Cheese,Dairy,HH019,1.44,0.38,0.135,0.076,3,0
ITM005,Ice Cream,Frozen,HH010,2.54,0.54,0.153,0.06,2,0
ITM004,Rice,Grains,HH020,1.69,0.43,0.087,0.048,3,0
ITM007,Tomatoes,Produce,HH008,2.39,1.37,0.368,0.09,5,1
ITM008,Yogurt,Dairy,HH020,8.61,1.94,0.316,0.245,4,0
ITM002,Eggs,Dairy,HH014,4.45,1.51,0.684,0.498,1,1
ITM011,Cereal,Pantry,HH014,1.05,0.3,0.178,0.029,3,1
ITM010,Bananas,Produce,HH001,7.96,1.23,0.343,0.252,3,0
ITM002,Eggs,Dairy,HH015,9.16,1.51,0.267,0.102,5,0
ITM015,Butter,Dairy,HH015,1.24,0.26,0.059,0.008,5,0
ITM009,Cheese,Dairy,HH017,0.13,0.2,0.081,0.023,3,1
ITM014,Orange Juice,Beverages,HH008,0.78,0.69,0.257,0.038,5,1
ITM001,Milk,Dairy,HH015,6.47,2.01,0.309,0.164,3,0
ITM011,Cereal,Pantry,HH006,0.48,0.24,0.087,0.067,5,1
ITM014,Orange Juice,Beverages,HH008,0.59,1.06,0.258,0.026,3,1
ITM001,Milk,Dairy,HH008,6.25,1.77,0.592,0.387,4,0
ITM003,Bread,Bakery,HH003,2.3,1.68,0.446,0.153,1,1
ITM009,Cheese,Dairy,HH006,2.13,0.35,0.101,0.077,4,0
ITM010,Bananas,Produce,HH010,3.56,1.0,0.283,0.172,1,1
ITM005,Ice Cream,Frozen,HH016,2.47,0.6,0.162,0.074,2,0
ITM004,Rice,Grains,HH006,0.38,0.56,0.135,0.096,1,1
ITM013,Frozen Peas,Frozen,HH019,3.59,0.52,0.172,0.033,1,0
ITM010,Bananas,Produce,HH015,6.61,1.28,0.202,0.058,3,0
ITM001,Milk,Dairy,HH004,9.19,1.82,0.854,0.181,1,0
ITM014,Orange Juice,Beverages,HH010,1.43,0.94,0.167,0.109,1,1
ITM014,Orange Juice,Beverages,HH009,4.73,1.08,0.52,0.172,1,1
ITM003,Bread,Bakery,HH016,6.89,1.1,0.463,0.333,2,0
ITM002,Eggs,Dairy,HH020,6.91,1.55,0.18,0.034,1,0
ITM005,Ice Cream,Frozen,HH001,2.49,0.68,0.144,0.085,1,0
ITM012,Cooking Oil,Pantry,HH005,1.06,0.19,0.037,0.022,2,0
ITM002,Eggs,Dairy,HH015,4.48,1.27,0.241,0.037,1,0
ITM008,Yogurt,Dairy,HH014,1.72,1.12,0.52,0.205,1,1
ITM003,Bread,Bakery,HH003,2.35,1.31,0.672,0.337,3,1
ITM013,Frozen Peas,Frozen,HH004,1.3,0.43,0.247,0.057,3,1
ITM015,Butter,Dairy,HH003,1.28,0.26,0.118,0.022,5,0
ITM013,Frozen Peas,Frozen,HH016,0.61,0.38,0.094,0.016,3,1
ITM005,Ice Cream,Frozen,HH017,1.28,0.68,0.154,0.041,2,1
ITM006,Chicken Breast,Meat,HH019,0.66,0.64,0.418,0.277,1,1
ITM014,Orange Juice,Beverages,HH013,0.44,0.73,0.285,0.222,4,1
ITM004,Rice,Grains,HH003,2.43,0.39,0.203,0.055,3,0
ITM015,Butter,Dairy,HH004,1.89,0.29,0.119,0.062,3,0
ITM015,Butter,Dairy,HH013,1.4,0.29,0.072,0.04,5,0
ITM013,Frozen Peas,Frozen,HH011,0.6,0.33,0.13,0.024,4,1
ITM013,Frozen Peas,Frozen,HH020,2.97,0.44,0.073,0.055,2,0
ITM009,Cheese,Dairy,HH004,1.43,0.23,0.134,0.093,5,0
ITM011,Cereal,Pantry,HH004,0.42,0.26,0.108,0.068,2,1
ITM007,Tomatoes,Produce,HH011,4.69,0.86,0.319,0.047,4,0
ITM005,Ice Cream,Frozen,HH018,3.54,0.73,0.293,0.074,2,0
ITM011,Cereal,Pantry,HH008,1.05,0.22,0.092,0.045,2,0
ITM002,Eggs,Dairy,HH001,4.59,1.49,0.399,0.083,2,0
ITM013,Frozen Peas,Frozen,HH019,2.92,0.42,0.253,0.042,1,0
ITM015,Butter,Dairy,HH011,1.31,0.27,0.064,0.042,3,0
ITM009,Cheese,Dairy,HH017,1.67,0.35,0.098,0.038,3,0
ITM006,Chicken Breast,Meat,HH001,3.31,1.16,0.213,0.034,3,0
ITM001,Milk,Dairy,HH008,8.88,2.38,0.615,0.343,4,0
ITM007,Tomatoes,Produce,HH004,5.48,1.19,0.636,0.317,4,1
ITM013,Frozen Peas,Frozen,HH019,2.19,0.4,0.227,0.172,3,0
ITM008,Yogurt,Dairy,HH002,1.11,1.48,0.567,0.263,3,1
ITM015,Butter,Dairy,HH006,0.26,0.21,0.051,0.03,4,1
ITM002,Eggs,Dairy,HH006,0.73,0.87,0.299,0.117,4,1
ITM003,Bread,Bakery,HH009,7.64,1.29,0.722,0.297,4,0
ITM008,Yogurt,Dairy,HH015,4.24,1.93,0.376,0.068,5,1
ITM003,Bread,Bakery,HH001,3.8,1.52,0.509,0.184,5,1
ITM001,Milk,Dairy,HH001,3.6,1.32,0.609,0.402,4,1
ITM004,Rice,Grains,HH005,3.16,0.46,0.115,0.021,4,0
ITM009,Cheese,Dairy,HH012,1.36,0.24,0.1,0.069,3,0
ITM012,Cooking Oil,Pantry,HH002,0.33,0.11,0.06,0.014,3,1
ITM004,Rice,Grains,HH012,2.19,0.52,0.189,0.119,3,0
ITM002,Eggs,Dairy,HH003,7.76,1.12,0.487,0.162,1,0
ITM013,Frozen Peas,Frozen,HH020,0.66,0.37,0.095,0.031,3,1
ITM011,Cereal,Pantry,HH012,0.94,0.2,0.074,0.015,2,0
ITM006,Chicken Breast,Meat,HH016,6.95,1.08,0.292,0.119,5,0
ITM006,Chicken Breast,Meat,HH015,5.06,0.91,0.192,0.13,2,0
ITM015,Butter,Dairy,HH006,0.59,0.18,0.057,0.009,5,1
ITM008,Yogurt,Dairy,HH018,4.66,1.4,0.723,0.51,3,1
ITM002,Eggs,Dairy,HH001,6.61,1.17,0.4,0.215,3,0
ITM008,Yogurt,Dairy,HH018,4.35,1.63,0.774,0.109,5,1
